Row ID,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Order ID,Order Date,Ship Date,Ship Mode
921,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0.0,6.8768,RC-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304,South,CA-2014-138296,2014-12-05,2014-12-12,Standard Class
9072,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0.0,6.8768,SZ-20035,Sam Zeldin,Home Office,United States,Columbus,Indiana,47201,Central,CA-2015-136105,2015-06-12,2015-06-16,Standard Class
4012,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,39.296,4,0.2,3.9296,CC-12475,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,19143,East,CA-2017-100811,2017-11-21,2017-11-24,First Class
757,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0.0,6.8768,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,CA-2014-106803,2014-12-29,2015-01-02,Standard Class
6177,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,85.96,7,0.0,24.0688,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,CA-2015-158421,2015-09-21,2015-09-26,Standard Class
6610,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,89.82,6,0.0,25.1496,KB-16585,Ken Black,Corporate,United States,Clinton,Maryland,20735,East,US-2015-118906,2015-10-03,2015-10-03,Same Day
3451,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,0.0,4.1916,DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110,West,CA-2014-168592,2014-09-08,2014-09-14,Standard Class
1577,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,23.952,2,0.2,2.3952,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,60505,Central,CA-2016-109057,2016-04-22,2016-04-27,Standard Class
369,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,0.0,29.3412,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,CA-2016-155516,2016-10-21,2016-10-21,Same Day
8104,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,0.0,29.3412,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,CA-2015-149846,2015-05-22,2015-05-26,Standard Class
7990,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,0.0,4.1916,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,53081,Central,US-2016-117793,2016-08-23,2016-08-29,Standard Class
6407,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,0.0,43.4217,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,CA-2017-154074,2017-08-31,2017-09-02,Second Class
2497,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,3,0.0,18.6093,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037,West,CA-2015-122371,2015-09-26,2015-10-01,Standard Class
83,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,CA-2014-139451,2014-10-12,2014-10-16,Standard Class
8177,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",128.34,6,0.0,37.2186,SZ-20035,Sam Zeldin,Home Office,United States,New York City,New York,10035,East,CA-2016-135965,2016-09-22,2016-09-25,First Class
2310,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,4,0.2,7.7004,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,US-2017-120418,2017-06-11,2017-06-12,First Class
6155,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",51.336,3,0.2,5.7753,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,CA-2017-151484,2017-04-20,2017-04-23,First Class
4168,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0.0,8.2992,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,CA-2014-157924,2014-10-11,2014-10-13,First Class
1796,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,63.84,8,0.0,16.5984,MR-17545,Mathew Reese,Home Office,United States,New York City,New York,10024,East,US-2017-139465,2017-08-27,2017-08-30,First Class
1171,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0.0,8.2992,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,CA-2017-145226,2017-12-08,2017-12-10,Second Class
9530,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,12.768,2,0.2,0.9576,AC-10615,Ann Chong,Corporate,United States,Beaumont,Texas,77705,Central,CA-2017-101637,2017-03-24,2017-03-25,Same Day
9219,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,44.688,7,0.2,3.3516,JW-15955,Joni Wasserman,Consumer,United States,Philadelphia,Pennsylvania,19120,East,US-2015-164238,2015-08-16,2015-08-20,Standard Class
5152,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,39.9,5,0.0,10.374,LS-17200,Luke Schmidt,Corporate,United States,Helena,Montana,59601,West,CA-2017-169929,2017-09-25,2017-09-28,First Class
1383,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1,0.0,1.6196,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,US-2016-108504,2016-05-02,2016-05-02,Same Day
8378,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764,MF-18250,Monica Federle,Corporate,United States,Houston,Texas,77095,Central,CA-2015-162964,2015-11-12,2015-11-18,Standard Class
9607,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",194.352,3,0.2,-43.7292,HG-14965,Henry Goldwyn,Corporate,United States,Lancaster,Ohio,43130,East,US-2017-122672,2017-11-04,2017-11-09,Standard Class
4964,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.8588,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,CA-2014-156587,2014-03-07,2014-03-08,First Class
3109,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.8588,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,CA-2016-121671,2016-07-17,2016-07-22,Standard Class
1679,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,CA-2014-122882,2014-09-07,2014-09-13,Standard Class
4151,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",259.136,4,0.2,-58.3056,RB-19330,Randy Bradley,Consumer,United States,Austin,Texas,78745,Central,CA-2017-106068,2017-10-23,2017-10-28,Standard Class
1186,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,0.0,9.7176,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,CA-2014-127131,2014-11-24,2014-11-30,Standard Class
7373,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,61.02,3,0.0,0.6102,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,US-2017-123862,2017-01-07,2017-01-09,Second Class
7367,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2,0.2,-7.7292,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,CA-2016-127243,2016-11-28,2016-12-04,Standard Class
5461,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.272,1,0.2,-3.8646,TS-21205,Thomas Seio,Corporate,United States,Asheville,North Carolina,28806,South,US-2014-107405,2014-03-21,2014-03-25,Standard Class
4874,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,48.816,3,0.2,-11.5938,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,77095,Central,CA-2017-164042,2017-05-23,2017-05-27,Standard Class
4508,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,20.34,1,0.0,0.2034,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,US-2014-138247,2014-12-24,2014-12-29,Standard Class
3234,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2,0.2,-7.7292,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,US-2017-156356,2017-04-16,2017-04-22,Standard Class
7962,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,81.36,5,0.2,-19.323,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,33023,South,CA-2017-104864,2017-11-18,2017-11-23,Second Class
8234,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0.0,0.4068,SE-20110,Sanjit Engle,Consumer,United States,San Jose,California,95123,West,CA-2014-158225,2014-09-22,2014-09-28,Standard Class
5484,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0.0,0.4068,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105,West,CA-2017-105487,2017-10-08,2017-10-14,Standard Class
9173,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94,3,0.0,222.588,LB-16795,Laurel Beltran,Home Office,United States,Oxnard,California,93030,West,US-2016-155768,2016-01-12,2016-01-12,Same Day
1204,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.2,0.0,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,CA-2016-114727,2016-07-18,2016-07-24,Standard Class
6553,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,0.0,7.945,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,90036,West,CA-2017-161578,2017-12-16,2017-12-21,Second Class
2420,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2,0.0,3.178,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,CA-2017-159597,2017-11-09,2017-11-14,Standard Class
1380,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,0.0,7.945,VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,CA-2014-126361,2014-08-04,2014-08-09,Second Class
7805,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",25.424,1,0.2,-4.767,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,CA-2015-102260,2015-09-22,2015-09-26,Standard Class
7040,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0.0,41.68,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10009,East,CA-2017-103443,2017-12-17,2017-12-23,Standard Class
1513,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,200.064,3,0.2,12.504,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,CA-2017-112809,2017-08-18,2017-08-22,Standard Class
246,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0.0,41.68,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,CA-2014-131926,2014-06-01,2014-06-06,Second Class
5666,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,66.688,1,0.2,4.168,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,43055,East,CA-2016-141957,2016-07-21,2016-07-21,Same Day
1781,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,1,0.0,20.84,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10011,East,CA-2016-124667,2016-11-11,2016-11-16,Standard Class
1482,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3,0.0,8.8062,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,US-2016-108455,2016-12-02,2016-12-08,Standard Class
3610,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,27.096,3,0.2,2.0322,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,CA-2014-140228,2014-04-28,2014-05-03,Standard Class
4833,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.8708,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,CA-2014-120278,2014-11-07,2014-11-12,Standard Class
4162,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.8708,AH-10465,Amy Hunt,Consumer,United States,New York City,New York,10035,East,CA-2017-115546,2017-05-14,2017-05-18,Standard Class
3242,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0.0,14.677,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,22204,South,US-2016-140809,2016-02-01,2016-02-03,First Class
3440,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,54.192,6,0.2,4.0644,RA-19945,Ryan Akin,Consumer,United States,Dallas,Texas,75217,Central,CA-2017-152583,2017-10-30,2017-10-30,Same Day
2401,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0.0,14.677,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501,South,CA-2017-147361,2017-09-09,2017-09-15,Standard Class
2978,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.8708,HL-15040,Hunter Lopez,Consumer,United States,Rochester,New York,14609,East,CA-2017-134607,2017-10-03,2017-10-08,Second Class
9038,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.8708,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,10035,East,CA-2015-166492,2015-04-07,2015-04-10,First Class
2984,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477,West,US-2014-112872,2014-12-06,2014-12-11,Second Class
372,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,CA-2017-104745,2017-05-29,2017-06-04,Standard Class
895,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,0.0,42.0714,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,CA-2016-105494,2016-11-10,2016-11-12,First Class
8557,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",150.408,9,0.2,-33.8418,DC-13285,Debra Catini,Consumer,United States,Plantation,Florida,33317,South,CA-2015-117884,2015-03-22,2015-03-22,Same Day
5585,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",83.56,4,0.0,1.6712,VP-21730,Victor Preis,Home Office,United States,New York City,New York,10011,East,CA-2017-105333,2017-11-30,2017-12-04,Standard Class
9128,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",50.136,3,0.2,-11.2806,JL-15505,Jeremy Lonsdale,Consumer,United States,Houston,Texas,77070,Central,CA-2017-112473,2017-05-25,2017-06-01,Standard Class
1631,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,0.2,88.0299,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,CA-2016-106530,2016-08-05,2016-08-05,Same Day
3071,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,7,0.0,792.2691,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,CA-2014-119375,2014-11-17,2014-11-22,Standard Class
6175,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,838.38,2,0.0,226.3626,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,US-2014-106299,2014-08-02,2014-08-08,Standard Class
2874,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28,8,0.0,24.3384,SW-20275,Scott Williamson,Consumer,United States,San Diego,California,92105,West,CA-2017-137022,2017-11-16,2017-11-22,Standard Class
631,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,3,0.2,-51.7191,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,US-2016-135720,2016-12-11,2016-12-13,Second Class
4317,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,304.23,3,0.0,9.1269,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,CA-2015-115945,2015-06-25,2015-07-01,Standard Class
2065,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64,4,0.0,12.1692,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,CA-2014-106439,2014-10-31,2014-11-04,Standard Class
4671,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,5,0.2,-57.951,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106,Central,US-2017-133200,2017-05-06,2017-05-11,Standard Class
6737,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,3,0.0,81.1314,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,CA-2016-123358,2016-04-10,2016-04-17,Standard Class
8830,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,386.34,2,0.0,54.0876,VP-21760,Victoria Pisteka,Corporate,United States,Indianapolis,Indiana,46203,Central,CA-2014-109680,2014-10-06,2014-10-09,First Class
8029,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0.0,108.1752,DM-13525,Don Miller,Corporate,United States,New York City,New York,10035,East,CA-2015-132465,2015-09-11,2015-09-15,Second Class
4442,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,965.85,5,0.0,135.219,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,US-2016-111290,2016-07-22,2016-07-26,Standard Class
6160,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0.0,108.1752,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,90049,West,CA-2016-161025,2016-12-03,2016-12-09,Standard Class
6313,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,3,0.0,81.1314,NG-18355,Nat Gilpin,Corporate,United States,Fairfield,Connecticut,6824,East,CA-2017-120019,2017-02-16,2017-02-21,Standard Class
7513,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",239.456,7,0.2,17.9592,JL-15835,John Lee,Consumer,United States,Columbus,Ohio,43229,South,US-2017-161935,2017-07-14,2017-07-18,Standard Class
5888,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1,0.0,11.1176,BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,2920,East,CA-2017-151596,2017-10-08,2017-10-11,First Class
2487,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.0,22.2352,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,CA-2015-104514,2015-01-02,2015-01-04,Second Class
9693,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",470.36,11,0.0,122.2936,SM-20950,Suzanne McNair,Corporate,United States,Fairfield,Connecticut,6824,East,CA-2015-107902,2015-08-28,2015-09-02,Standard Class
6740,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",102.624,3,0.2,7.6968,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,CA-2014-144029,2014-05-26,2014-05-31,Standard Class
8262,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",171.04,4,0.0,44.4704,SN-20560,Skye Norling,Home Office,United States,Roseville,Michigan,48066,Central,CA-2016-118101,2016-06-26,2016-06-26,Same Day
5281,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.0,22.2352,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,CA-2017-152709,2017-10-07,2017-10-12,Standard Class
5411,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1,0.0,11.1176,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109,West,CA-2017-108854,2017-12-08,2017-12-14,Standard Class
2400,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81,7,0.0,12.5762,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501,South,CA-2017-147361,2017-09-09,2017-09-15,Standard Class
492,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0.0,8.983,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,CA-2014-113362,2014-09-14,2014-09-19,Standard Class
748,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0.0,7.1864,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,CA-2014-124429,2014-05-27,2014-05-27,Same Day
8085,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,718.64,10,0.2,-161.694,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477,West,CA-2015-150714,2015-10-26,2015-11-01,Standard Class
2449,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0.0,5.3898,CM-12385,Christopher Martinez,Consumer,United States,North Charleston,South Carolina,29406,South,CA-2015-128027,2015-09-14,2015-09-17,Second Class
2991,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0.0,8.983,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,CA-2016-139010,2016-02-21,2016-02-26,Second Class
543,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,9,0.2,-145.5246,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503,East,US-2015-120161,2015-12-18,2015-12-23,Standard Class
2313,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.592,3,0.2,-48.5082,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,US-2017-120418,2017-06-11,2017-06-12,First Class
5587,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0.0,5.3898,VP-21730,Victor Preis,Home Office,United States,New York City,New York,10011,East,CA-2017-105333,2017-11-30,2017-12-04,Standard Class
9365,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0.0,7.1864,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105,West,CA-2017-111591,2017-03-21,2017-03-25,Standard Class
2843,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.728,2,0.2,-32.3388,AC-10660,Anna Chung,Consumer,United States,Huntsville,Texas,77340,Central,CA-2017-135650,2017-03-23,2017-03-27,Standard Class
3125,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,0.2,51.8312,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,CA-2015-121720,2015-06-11,2015-06-12,First Class
555,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0.0,310.9872,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804,West,CA-2017-100650,2017-06-29,2017-07-03,Second Class
7456,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,0.2,51.8312,KH-16360,Katherine Hughes,Consumer,United States,Chicago,Illinois,60623,Central,CA-2016-137743,2016-07-30,2016-08-04,Standard Class
8454,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1554.936,3,0.2,77.7468,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,CA-2016-125087,2016-04-18,2016-04-23,Standard Class
3987,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2591.56,4,0.0,621.9744,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060,East,CA-2017-112333,2017-04-08,2017-04-14,Standard Class
366,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,CA-2014-123344,2014-09-24,2014-09-29,Standard Class
2148,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,6,0.2,-50.8704,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,East,US-2016-152051,2016-06-25,2016-06-29,Standard Class
9103,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,0.2,-16.9568,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,CA-2015-163181,2015-11-07,2015-11-12,Standard Class
5206,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",105.98,2,0.0,4.2392,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,CA-2015-102015,2015-09-12,2015-09-18,Standard Class
3445,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,0.2,-16.9568,JO-15145,Jack O'Briant,Corporate,United States,Philadelphia,Pennsylvania,19140,East,CA-2016-116344,2016-07-29,2016-08-02,Standard Class
47,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,CA-2014-146703,2014-10-20,2014-10-25,Second Class
